bookid	date1	date2	date3	date4
7897	2013-8-1	5~8天		
7898	2013-8-1	十月份空运		
7899	2013-8-1	2014年1月空运		
7900	2013-8-2	5~8天		
7901	2013-8-2	5~8天		
7902	2013-8-2	5~8天		
7903	2013-8-2	5~8天		
7904	2013-8-2	5~8天		
7905	2013-8-5	5~8天		
7906	2013-8-5	2~3周		
7907	2013-8-5	5~8天		
7908	2013-8-5	5~8天		
7909	2013-8-6	5~8天		
7910	2013-8-6	5~8天		
7911	2013-8-6	5~8天		
7912	2013-8-6	5~8天		
7913	2013-8-6	5~8天		
7914	2013-8-6	空运		
7915	2013-8-7	海运发到ST		
7916	2013-8-7			
7917	2013-8-7	5~8天		
7918	2013-8-7	5~8天		
7919	2013-8-8	5~8天		
7920	2013-8-8	5~8天		
7921	2013-8-8	5~8天		
7922	2013-8-8	5~8天		
7923	2013-8-9	5~8天		
7924	2013-8-9	5~8天		
7925	2013-8-10	5~8天		
7926	2013-8-10	5~8天		
7927	2013-8-10	5~8天		
7928	2013-8-10	5~8天		
7929	2013-8-10	5~8天		
7930	2013-8-12	5~8天		
7931	2013-8-12	5~8天		
7932	2013-8-12	5~8天		
7933	2013-8-12	5~8天		
7934	2013-8-13	5~8天		
7935	2013-8-13	5~8天		
7936	2013-8-13	一周		
7937	2013-8-13	5~8天		
7938	2013-8-13	5~8天		
7939	2013-8-15	5~8天		
7940	2013-8-15	2周 空运		
7941	2013-8-16	5~8天		
7942	2013-8-19	5~8天		
7943	2013-8-19	5~8天		
7944	2013-8-19	5~8天		
7945	2013-8-20	5~8天		
7946	2013-8-20	5~8天		
7947	2013-8-21	5~8天		
7948	2013-8-21	5~8天		
7949	2013-8-21	海运发到ST		
7950	2013-8-21	海运发到ST		
7951	2013-8-21	海运发到ST		
7952	2013-8-21	2~3周		
7953	2013-8-22	5~8天		
7954	2013-8-23	5~8天		
7955	2013-8-23	5~8天		
7956	2013-8-23	5~8天		
7957	2013-8-23	5~8天		
7958	2013-8-23	5~8天		
7959	2013-8-23	5~8天		
7960	2013-8-23	5~8天		
7961	2013-8-26	5~8天		
7962	2013-8-27	5~8天		
7963	2013-8-28	5~8天		
7964	2013-8-28	5~8天		
7965	2013-8-28	5~8天		
7966	2013-8-28	空运		
7967	2013-8-28	5~8天		
7968	2013-8-29	5~8天		
7969	2013-8-29	5~8天		
7970	2013-8-29	5~8天		
7971	2013-8-29	海运		
7972	2013-8-30	空运		
7973	2013-8-30	5~8天		
7974	2013-9-3	5~8天		
7975	2013-9-3	发到姐妹公司		
7976	2013-9-3	5~8天		
7977	2013-9-3	5~8天		
7978	2013-9-3			
7979	2013-9-3	5~8天		
7980	2013-9-3	发到姐妹公司		
7982	2013-9-5	海运从鸿盛走		
7983	2013-9-5	5~8天		
7984	2013-9-5	5~8天		
7985	2013-9-5	5~8天		
7986	2013-9-5	4周		
7987	2013-9-6	5~8天		
7988	2013-9-6	5~8天		
7989	2013-9-6	5~8天		
7990	2013-9-6	5~8天		
7991	2013-9-6	5~8天		
7992	2013-9-6	5~8天		
7993	2013-9-6	5~8天		
7994	2013-9-7	空运		
7995	2013-9-9	5~8天		
7996	2013-9-9	5~8天		
7997	2013-9-9	空运		
7998	2013-9-10	5~8天		
7999	2013-9-10	5~8天		
8000	2013-9-10	5~8天		
8001	2013-9-11	5~8天		
8002	2013-9-11	空运		
8003	2013-9-11	5~8天		
8004	2013-9-11	空运		
8005	2013-9-11	5~8天		
8006	2013-9-11	5~8天		
8007	2013-9-11	5~8天		
8008	2013-9-12	5~8天		
8009	2013-9-12	5~8天		
8010	2013-9-14	5~8天		
8011	2013-9-16	5~8天		
8012	2013-9-17	空运		
8013	2013-9-17	5~8天		
8014	2013-9-17	5~8天		
8015	2013-9-17	海运		
8016	2013-9-17	海运		
8019	2013-9-18	5~8天		
8020	2013-9-18	5~8天		
8021	2013-9-18	5~8天		
8022	2013-9-20	10月中旬		
8023	2013-9-20	5~8天		
8024	2013-9-20	5~8天		
8025	2013-9-20	5~8天		
8026	2013-9-21	空运		
8027	2013-9-21	海运		
8028	2013-9-21	海运		
8029	2013-9-21	海运		
8030	2013-9-21	海运		
8031	2013-9-21	海运		
8032	2013-9-21	海运		
8033	2013-9-21	海运		
8034	2013-9-21	海运		
8035	2013-9-21	海运		
8036	2013-9-23	一周		
8037	2013-9-23	5~8天		
8038	2013-9-24	5~8天		
8039	2013-9-24	空运		
8040	2013-9-24	5~8天		
8041	2013-9-24	5~8天		
8042	2013-9-24	20天		
8043	2013-9-24	5~8天		
8044	2013-9-24	5~8天		
8045	2013-9-24	一周空运		
8046	2013-9-25	5~8天		
8047	2013-9-25	5~8天		
8048	2013-9-25	5~8天		
8049	2013-9-25	5~8天		
8050	2013-9-25	5~8天		
8051	2013-9-25	2个月		
8052	2013-9-25	5~8天		
8053	2013-9-25	5~8天		
8054	2013-9-26	5~8天		
8055	2013-9-26	5~8天		
8056	2013-9-26	5~8天		
8057	2013-9-26	海运		
8058	2013-9-26	10月15号前		
8059	2013-9-26	10月15号前		
8060	2013-9-26	10月15号前		
8061	2013-9-26	10月15号前		
8062	2013-9-26	5~8天		
8063	2013-9-26	5~8天		
8064	2013-9-26	5~8天		
8065	2013-9-27	5~8天		
8066	2013-9-27	5~8天		
8067	2013-9-27	5~8天		
8068	2013-9-27	空运		
8069	2013-9-28	5~8天		
8070	2013-9-28	国庆后两周		
8071	2013-9-30	空运		
8072	2013-9-30	5~8天		
8073	2013-9-30	5~8天		
8074	2013-10-6	5~8天		
8075	2013-10-6	5~8天		
8076	2013-10-6	10天		
8077	2013-10-6	2周		
8078	2013-10-6	5~8天		
8079	2013-10-6	2周		
8080	2013-10-8	5~8天		
8081	2013-10-8	5~8天		
8082	2013-10-8	5~8天		
8083	2013-10-8	2周		
8084	2013-10-8	5~8天		
8085	2013-10-8	海运		
8087	2013-10-8	3周		
8088	2013-10-8	2周		
8089	2013-10-8	5~8天		
8090	2013-10-8	4-6周		
8091	2013-10-8	5~8天		
8092	2013-10-9	海运		
8093	2013-10-9	5~8天		
8094	2013-10-9	5~8天		
8095	2013-10-9	5~8天		
8096	2013-10-9	5~8天		
8097	2013-10-10	5~8天		
8098	2013-10-10	5~8天		
8099	2013-10-10	5~8天		
8100	2013-10-10	空运		
8101	2013-10-10	5~8天		
8102	2013-10-10	5~8天		
8103	2013-10-10	5~8天		
8104	2013-10-10	5~8天		
8105	2013-10-10	5~8天		
8106	2013-10-10	5~8天		
8107	2013-10-10	5~8天		
8108	2013-10-10	5~8天		
8109	2013-10-11	5~8天		
8110	2013-10-11	5~8天		
8111	2013-10-12	5~8天		
8112	2013-10-12	空运		
8113	2013-10-12	5~8天		
8114	2013-10-14	5~8天		
8115	2013-10-14	5~8天		
8116	2013-10-14	5~8天发到姐妹公司		
8117	2013-10-14	2周发到姐妹公司		
8118	2013-10-15	5~8天		
8119	2013-10-15	海运		
8120	2013-10-15	5~8天		
8121	2013-10-16	5~8天		
8122	2013-10-16	5~8天		
8123	2013-10-16	5~8天		
8124	2013-10-17	5~8天		
8126	2013-10-17	发到SENO		
8127	2013-10-17	5~8天		
8128	2013-10-17	一个月		
8129	2013-10-17	5~8天		
8130	2013-10-17	5~8天		
8131	2013-10-18	5~8天		
8132	2013-10-18	5~8天		
8133	2013-10-20	5~8天		
8134	2013-10-20	2~3周		
8135	2013-10-20	5~8天		
8136	2013-10-21	20~25天		
8137	2013-10-21	5~8天		
8138	2013-10-22	5~8天		
8139	2013-10-22	发到上海		
8140	2013-10-22	空运		
8141	2013-10-23	2周		
8142	2013-10-23	5~8天		
8143	2013-10-23	空运		
8144	2013-10-24	5~8天		
8145	2013-10-24	5~8天		
8146	2013-10-24	5~8天		
8147	2013-10-24	空运		
8148	2013-10-24	5~8天		
8149	2013-10-24	5~8天		
8150	2013-10-24	5~8天		
8151	2013-10-24	5~8天		
8152	2013-10-25	5~8天		
8153	2013-10-25	5~8天		
8154	2013-10-25	5周		
8155	2013-10-29	空运		
8156	2013-10-30	5~8天		
8157	2013-10-30	5~8天		
8158	2013-10-30	5~8天		
8159	2013-10-31	5~8天		
8160	2013-11-1	5~8天		
8161	2013-11-1	5~8天		
8162	2013-11-1	5~8天		
8163	2013-11-1	5~8天		
8164	2013-11-1	4周		
8165	2013-11-2	5~8天		
8166	2013-11-2	5~8天		
8167	2013-11-2	5~8天		
8168	2013-11-2	5~8天		
8169	2013-11-2	5~8天		
8170	2013-11-2	5~8天		
8171	2013-11-2	5~8天		
8172	2013-11-2	5~8天		
8173	2013-11-4	5~8天		
8174	2013-11-4	5~8天		
8175	2013-11-4	5~8天		
8176	2013-11-5	5~8天		
8177	2013-11-5	5~8天		
8178	2013-11-5	5~8天		
8179	2013-11-5	5~8天		
8180	2013-11-5	5~8天		
8181	2013-11-6	海运发到ST		
8182	2013-11-6	5~8天		
8183	2013-11-7	5~8天		
8184	2013-11-7	5~8天		
8185	2013-11-7	5~8天		
8186	2013-11-7	海运		
8187	2013-11-7	5~8天		
8188	2013-11-7	3周		
8189	2013-11-7	5~8天		
8190	2013-11-7	5~8天		
8191	2013-11-7	海运		
8192	2013-11-7	空运		
8193	2013-11-8	空运		
8194	2013-11-8	5~8天		
8195	2013-11-8	5~8天		
8196	2013-11-8	5~8天		
8197	2013-11-8	海运到ST		
8198	2013-11-8	5~8天		
8199	2013-11-8	5~8天		
8200	2013-11-8	5~8天		
8201	2013-11-8	5~8天		
8202	2013-11-9	5~8天		
8203	2013-11-9	5~8天		
8204	2013-11-11	5~8天		
8205	2013-11-11	5~8天		
8206	2013-11-11	发到ST		
8207	2013-11-11	5~8天		
8208	2013-11-12	5~8天		
8209	2013-11-12	5~8天		
8210	2013-11-13	5~8天		
8211	2013-11-13	5~8天		
8212	2013-11-13	5~8天		
8213	2013-11-13	5~8天		
8214	2013-11-13	5~8天		
8215	2013-11-13	空运		
8216	2013-11-14	发到ST		
8217	2013-11-14	5~8天		
8218	2013-11-14	5~8天		
8219	2013-11-14	5~8天		
8220	2013-11-14	5~8天		
8221	2013-11-14	5~8天		
8222	2013-11-14	5~8天		
8223	2013-11-14	5~8天		
8224	2013-11-14	5~8天		
8225	2013-11-14	5~8天		
8226	2013-11-14	5~8天		
8227	2013-11-14	5~8天		
8228	2013-11-14	5~8天		
8229	2013-11-14	5~8天		
8230	2013-11-14	5~8天		
8231	2013-11-15	10天		
8232	2013-11-15	5~8天		
8233	2013-11-15	5~8天		
8234	2013-11-15	5~8天		
8235	2013-11-15	5~8天		
8236	2013-11-15	5~8天		
8237	2013-11-15	5~8天		
8238	2013-11-16	5~8天		
8239	2013-11-16	5~8天		
8240	2013-11-16	5~8天		
8241	2013-11-16	5~8天		
8242	2013-11-18	5~8天		
8243	2013-11-18	海运发到ST		
8244	2013-11-19	5~8天		
8245	2013-11-19	5~8天		
8246	2013-11-19	空运		
8247	2013-11-19	一周		
8248	2013-11-19	5~8天		
8249	2013-11-19	发到上海		
8250	2013-11-19	5~8天		
8251	2013-11-20	5~8天		
8252	2013-11-20	5~8天		
8253	2013-11-20	5~8天		
8254	2013-11-20	5~8天		
8255	2013-11-20	5~8天		
8256	2013-11-20	5~8天		
8257	2013-11-20	5~8天		
8258	2013-11-20	5~8天		
8259	2013-11-20	5~8天		
8260	2013-11-20	海运		
8261	2013-11-21	一周		
8262	2013-11-22	5~8天		
8263	2013-11-22	5~8天		
8264	2013-11-22	先发50kg 再空运150kg		
8265	2013-11-22	一个月		
8266	2013-11-22	空运		
8267	2013-11-22	5~8天		
8268	2013-11-24	空运		
8269	2013-11-24	5~8天		
8270	2013-11-25	空运		
8271	2013-11-25	5~8天		
8272	2013-11-25	5~8天		
8273	2013-11-25	5~8天		
8274	2013-11-25	5~8天		
8275	2013-11-25	5~8天		
8276	2013-11-25	5~8天		
8277	2013-11-25	5~8天		
8278	2013-11-25	5~8天		
8279	2013-11-25	5~8天		
8280	2013-11-25	5~8天		
8281	2013-11-25	5~8天		
8282	2013-11-25	5~8天		
8283	2013-11-25	5~8天		
8284	2013-11-25	5~8天		
8285	2013-11-25	5~8天		
8286	2013-11-25	5~8天		
8287	2013-11-25	5~8天		
8288	2013-11-26	空运		
8289	2013-11-26	5~8天		
8290	2013-11-26	5~8天		
8291	2013-11-26	海运		
8292	2013-11-26	5~8天		
8293	2013-11-26	5~8天		
8294	2013-11-26	5~8天		
8296	2013-11-27	空运		
8297	2013-11-27	5~8天		
8298	2013-11-27	5~8天		
8299	2013-11-27	即日		
8300	2013-11-27	5~8天		
8301	2013-11-27	5~8天		
8302	2013-11-27	4~6周		
8303	2013-11-28	5~8天		
8304	2013-11-28	空运		
8305	2013-11-28	5~8天		
8306	2013-11-29	5~8天		
8307	2013-11-29	5~8天		
8308	2013-11-29	5~8天		
8309	2013-11-29	5~8天		
8310	2013-11-30	空运		
8311	2013-11-30	5~8天		
8312	2013-12-2	5~8天		
8313	2013-12-2	5~8天		
8314	2013-12-2	5~8天		
8315	2013-12-2	发到ST		
8316	2013-12-2	2周		
8317	2013-12-2	5~8天		
8318	2013-12-2	5~8天		
8319	2013-12-3	5~8天		
8320	2013-12-3	5~8天		
8321	2013-12-3	5~8天		
8322	2013-12-3	海运		
8323	2013-12-3	海运		
8324	2013-12-3	海运		
8325	2013-12-3	5~8天		
8326	2013-12-4	5~8天		
8327	2013-12-4	5~8天		
8328	2013-12-4	5~8天		
8329	2013-12-4	5~8天		
8330	2013-12-4	5~8天		
8331	2013-12-4	5~8天		
8332	2013-12-4	5~8天		
8333	2013-12-5	5~8天		
8334	2013-12-5	5~8天		
8335	2013-12-5	5~8天		
8336	2013-12-5	5~8天		
8337	2013-12-5	5~8天		
8338	2013-12-5	海运		
8339	2013-12-6	5~8天		
8340	2013-12-6	5~8天		
8341	2013-12-6	5~8天		
8342	2013-12-6	5~8天		
8344	2013-12-6	5~8天		
8345	2013-12-6	5~8天		
8346	2013-12-6	5~8天		
8347	2013-12-6	空运		
8348	2013-12-6	5~8天		
8349	2013-12-6	5~8天		
8350	2013-12-6	5~8天		
8351	2013-12-6	海运		
8352	2013-12-7	5~8天		
8353	2013-12-7	空运		
8354	2013-12-7	5~8天		
8355	2013-12-9	5~8天		
8356	2013-12-9	5~8天		
8357	2013-12-9	5~8天		
8358	2013-12-9	5~8天		
8359	2013-12-10	海运		
8360	2013-12-10	5~8天		
8361	2013-12-10	5~8天		
8362	2013-12-10	空运		
8363	2013-12-10	5~8天		
8364	2013-12-11	5~8天		
8365	2013-12-11	5~8天		
8366	2013-12-11	5~8天		
8367	2013-12-12	发到ST		
8368	2013-12-12	5~8天		
8369	2013-12-12	海运		
8370	2013-12-12	5~8天		
8371	2013-12-12	空运		
8372	2013-12-12	5~8天		
8373	2013-12-12	5~8天		
8374	2013-12-12	5~8天		
8375	2013-12-13	5~8天		
8376	2013-12-13	5~8天		
8377	2013-12-13	5~8天		
8378	2013-12-13	5~8天		
8379	2013-12-13	海运		
8380	2013-12-13	发到ST		
8381	2013-12-13	5~8天		
8382	2013-12-13	5~8天		
8383	2013-12-16	发到姐妹公司		
8384	2013-12-16	海运,发到YUHAN		
8385	2013-12-16	5~8天		
8386	2013-12-16	5~8天		
8387	2013-12-17	5~8天		
8388	2013-12-17	5~8天		
8389	2013-12-17	5~8天		
8390	2013-12-17	5~8天		
8391	2013-12-18	5~8天		
8392	2013-12-18	5~8天		
8393	2013-12-18	5~8天		
8394	2013-12-18	5~8天		
8395	2013-12-18	海运		
8396	2013-12-18	空运		
8397	2013-12-19	5~8天		
8398	2013-12-19	5~8天		
8399	2013-12-19	5~8天		
8400	2013-12-19	5~8天		
8401	2013-12-19	空运		
8402	2013-12-19	5~8天		
8403	2013-12-19	空运		
8404	2013-12-19	5~8天		
8405	2013-12-19	5~8天		
8406	2013-12-19	5~8天		
8407	2013-12-19	5~8天		
8408	2013-12-19	5~8天		
8409	2013-12-20	5~8天		
8410	2013-12-20	5~8天		
8411	2013-12-23	3天		
8412	2013-12-23	5~8天		
8413	2013-12-23	5~8天		
8414	2013-12-24	海运		
8415	2013-12-24	海运		
8416	2013-12-24	5~8天		
8417	2013-12-24	5~8天		
8418	2013-12-24	5~8天		
8419	2013-12-24	5~8天		
8420	2013-12-24	5~8天		
8421	2013-12-25	5~8天		
8422	2013-12-26	5~8天		
8423	2013-12-27	5~8天		
8424	2013-12-27	5~8天		
8425	2013-12-27	5~8天		
8426	2013-12-30	5~8天		
8427	2013-12-30	海运		
8428	2014-1-2	5~8天		
8429	2014-1-2	5~8天		
8430	2014-1-3	5~8天		
8431	2014-1-3	5~8天		
8432	2014-1-3	5~8天		
8433	2014-1-3	5~8天		
8434	2014-1-3	5~8天		
8435	2014-1-3	5~8天		
8436	2014-1-3	5~8天		
8437	2014-1-6	5~8天		
8438	2014-1-6	空运		
8439	2014-1-6	5~8天		
8440	2014-1-6	5~8天		
8441	2014-1-6	海运		
8442	2014-1-6	3月30号前		
8443	2014-1-7	空运		
8444	2014-1-7	5~8天		
8445	2014-1-7	5~8天		
8446	2014-1-7	5~8天		
8447	2014-1-8	5~8天		
8448	2014-1-8	5~8天		
8449	2014-1-8	5~8天		
8450	2014-1-8	5~8天		
8451	2014-1-8	5~8天		
8452	2014-1-8	5~8天		
8453	2014-1-8	海运		
8454	2014-1-8	海运		
8455	2014-1-8	5~8天		
8456	2014-1-9	三天		
8457	2014-1-9	5~8天		
8458	2014-1-10	5~8天		
8459	2014-1-10	5~8天		
8460	2014-1-10	5~8天		
8461	2014-1-10	5~8天		
8462	2014-1-10	5~8天		
8463	2014-1-10	5~8天		
8464	2014-1-10	发到ST		
8465	2014-1-10	海运		
8466	2014-1-10	5~8天		
8467	2014-1-10	5~8天		
8468	2014-1-12	5~8天		
8469	2014-1-12	5~8天		
8470	2014-1-13	5~8天		
8471	2014-1-14	5~8天		
8472	2014-1-14	5~8天		
8473	2014-1-14	5~8天		
8474	2014-1-14	5~8天		
8475	2014-1-14	5~8天		
8476	2014-1-14	5~8天		
8477	2014-1-14	5~8天		
8478	2014-1-14	5~8天		
8479	2014-1-14	5~8天		
8480	2014-1-14	5~8天		
8481	2014-1-14	5~8天		
8482	2014-1-14	5~8天		
8483	2014-1-14	海运		
8484	2014-1-14	发到上海办事处		
8485	2014-1-15	年后11号做20号交货。		
8486	2014-1-15	5~8天		
8487	2014-1-15			
8488	2014-1-15	5~8天		
8489	2014-1-15	空运		
8490	2014-1-16	春节后		
8491	2014-1-16	15天		
8492	2014-1-16	5~8天		
8493	2014-1-16	5~8天		
8494	2014-1-16	5~8天		
8495	2014-1-16	5~8天		
8496	2014-1-16	5~8天		
8497	2014-1-20	5~8天		
8498	2014-1-20	5~8天		
8499	2014-1-20	5~8天		
8500	2014-1-20	5~8天		
8501	2014-1-20	5~8天		
8502	2014-1-20	5~8天		
8504	2014-1-21	5~8天		
8505	2014-1-21	春节后		
8506	2014-1-21	5~8天		
8507	2014-1-22	海运		
8508	2014-1-22	空运		
8509	2014-1-22	5~8天		
8510	2014-1-22	5~8天		
8511	2014-1-22	5~8天		
8512	2014-1-22	5~8天		
8513	2014-1-22	5~8天		
8514	2014-1-22	3月中旬		
8515	2014-1-22	5~8天		
8516	2014-1-23	5~8天		
8517	2014-1-23	5~8天		
8518	2014-1-23	5~8天		
8519	2014-1-23	5~8天		
8520	2014-1-23	空运		
8521	2014-1-23	5~8天		
8522	2014-1-23	5~8天		
8523	2014-1-23	5~8天		
8524	2014-1-23	5~8天		
8525	2014-1-23	5~8天		
8526	2014-1-23	5~8天		
8527	2014-1-23	5~8天		
8528	2014-1-23	5~8天		
8529	2014-1-24	5~8天		
8530	2014-1-24	空运		
8531	2014-1-24	5~8天		
8532	2014-1-24	空运		
8533	2014-1-24	空运		
8534	2014-1-24	海运		
8535	2014-1-27	5~8天		
8536	2014-1-27	空运		
8537	2014-1-27	5~8天		
8538	2014-1-27	4天		
8539	2014-1-27	5~8天		
8541	2014-1-28	5~8天		
8542	2014-1-28	发到姐妹公司		
8543	2014-1-28	5~8天		
8544	2014-1-28	空运		
8545	2014-1-29	5~8天		
8546	2014-1-29	发到姐妹公司		
8547	2014-1-29	5~8天		
8548	2014-1-29	5~8天		
8549	2014-1-29	5~8天		
8550	2014-2-7	5~8天		
8551	2014-2-7	5~8天		
8552	2014-2-7	5~8天		
8553	2014-2-7	5~8天		
8554	2014-2-7	5~8天		
8555	2014-2-7	5~8天		
8556	2014-2-7	5~8天		
8557	2014-2-7	空运		
8558	2014-2-7	5~8天		
8559	2014-2-7	空运		
8560	2014-2-7	3月20日交货		
8561	2014-2-7	5~8天		
8562	2014-2-7	5~8天		
8563	2014-2-7	5~8天		
8564	2014-2-7	空运		
8565	2014-2-7	5~8天		
8566	2014-2-7	5~8天		
8567	2014-2-7	5~8天		
8568	2014-2-7	空运		
8569	2014-2-7	5~8天		
8570	2014-2-7	5~8天		
8571	2014-2-8	5~8天		
8572	2014-2-8	5~8天		
8573	2014-2-8	5~8天		
8574	2014-2-8	5~8天		
8575	2014-2-8	5~8天		
8576	2014-2-8	5~8天		
8577	2014-2-8	5~8天		
8578	2014-2-8	5~8天		
8579	2014-2-8	5~8天		
8580	2014-2-10	5~8天		
8581	2014-2-10	5~8天		
8582	2014-2-11	5~8天		
8583	2014-2-11	5~8天		
8584	2014-2-11	5~8天		
8585	2014-2-11	5~8天		
8586	2014-2-11	5~8天		
8587	2014-2-11	5~8天		
8588	2014-2-11	5~8天		
8589	2014-2-11	5~8天		
8590	2014-2-11	5~8天		
8591	2014-2-11	5~8天		
8592	2014-2-11	海运		
8593	2014-2-11	5~8天		
8594	2014-2-11	5~8天		
8595	2014-2-11	定做三周		
8596	2014-2-11	5~8天		
8597	2014-2-11	5~8天		
8598	2014-2-12	5~8天		
8599	2014-2-12	5~8天		
8600	2014-2-12	5~8天		
8601	2014-2-12	5~8天		
8602	2014-2-12	5~8天		
8603	2014-2-12	5~8天		
8604	2014-2-12	5~8天		
8605	2014-2-12	5~8天		
8606	2014-2-12	5~8天		
8607	2014-2-12	5~8天		
8608	2014-2-13	5~8天		
8609	2014-2-13	空运		
8610	2014-2-13	5~8天		
8611	2014-2-13	5~8天		
8612	2014-2-14	5~8天		
8613	2014-2-14	3月25日前		
8614	2014-2-14	5~8天		
8615	2014-2-14	货期1月		
8616	2014-2-17	5~8天		
8617	2014-2-17	5~8天		
8618	2014-2-17	5~8天		
8619	2014-2-17	3周		
8620	2014-2-17	5~8天		
8621	2014-2-17	5~8天		
8622	2014-2-17	5~8天		
8623	2014-2-17	5~8天		
8624	2014-2-17	5~8天		
8625	2014-2-17	5~8天		
8626	2014-2-18	5~8天		
8627	2014-2-18	5~8天		
8628	2014-2-18	5~8天		
8629	2014-2-18	5~8天		
8630	2014-2-18	5~8天		
8631	2014-2-18	5~8天		
8632	2014-2-18	5~8天		
8633	2014-2-18	5~8天		
8634	2014-2-18	发到姐妹公司		
8635	2014-2-18	5~8天		
8636	2014-2-19	空运		
8637	2014-2-19	5~8天		
8638	2014-2-19	5~8天		
8639	2014-2-19	海运木托盘		
8640	2014-2-19	5~8天		
8641	2014-2-19	海运		
8642	2014-2-19	5~8天		
8643	2014-2-19	5~8天		
8644	2014-2-19	5~8天		
8645	2014-2-20	5~8天		
8646	2014-2-20	5~8天		
8647	2014-2-21	5~8天		
8648	2014-2-21	5~8天		
8649	2014-2-21	5~8天		
8650	2014-2-21	5~8天		
8651	2014-2-21	一周		
8652	2014-2-22	5~8天		
8653	2014-2-22	5~8天		
8654	2014-2-22	空运		
8655	2014-2-24	5~8天		
8656	2014-2-24	5~8天		
8657	2014-2-24	空运		
8658	2014-2-24	5~8天		
8659	2014-2-24	5~8天		
8660	2014-2-24	5~8天		
8661	2014-2-24	5~8天		
8662	2014-2-24	5~8天		
8663	2014-2-24	5~8天		
8664	2014-2-25	5~8天		
8665	2014-2-25	空运		
8666	2014-2-25	海运		
8667	2014-2-25	5~8天		
8668	2014-2-25	5~8天		
8669	2014-2-25	5~8天		
8670	2014-2-25	5~8天		
8671	2014-2-25	空运		
8672	2014-2-25	5~8天		
8674	2014-2-26	5~8天		
8675	2014-2-26	5~8天		
8676	2014-2-26	20天		
8677	2014-2-26	5~8天		
8678	2014-2-26	5~8天		
8679	2014-2-26	5~8天		
8680	2014-2-26	5~8天		
8681	2014-2-26	5~8天		
8682	2014-2-26	5~8天		
8683	2014-2-26	海运		
8684	2014-2-26	5~8天		
8685	2014-2-26	5~8天		
8686	2014-2-26	3月5日交货		
8687	2014-2-26	5~8天		
8688	2014-2-26	5~8天		
8689	2014-2-27	5~8天		
8690	2014-2-27	45天		
8691	2014-2-27	5~8天		
8692	2014-2-27	5~8天		
8693	2014-2-28	5~8天		
8694	2014-2-28	5~8天		
8695	2014-2-28	5~8天		
8696	2014-2-28	5~8天		
8697	2014-2-28	5~8天		
8698	2014-2-28	5~8天		
8699	2014-2-28	海运		
8700	2014-3-3	5~8天		
8701	2014-3-3	5~8天		
8702	2014-3-4	5~8天		
8703	2014-3-4	空运		
8704	2014-3-4	5~8天		
8705	2014-3-4	空运		
8706	2014-3-4	5~8天		
8707	2014-3-4	5~8天		
8708	2014-3-4	5~8天		
8709	2014-3-4	海运		
8710	2014-3-4	空运		
8711	2014-3-5	空运		
8712	2014-3-5	5~8天		
8713	2014-3-5	10天		
8714	2014-3-5	5~8天		
8715	2014-3-5	5~8天		
8716	2014-3-6	5~8天		
8717	2014-3-6	5~8天		
8718	2014-3-6	5~8天		
8719	2014-3-6	空运		
8720	2014-3-6	5~8天		
8721	2014-3-7	5~8天		
8722	2014-3-7	5~8天		
8723	2014-3-7	5~8天		
8724	2014-3-7	5~8天		
8725	2014-3-7	5~8天		
8726	2014-3-7	5~8天		
8727	2014-3-7	5~8天		
8728	2014-3-7	5~8天		
8729	2014-3-7	10天		
8730	2014-3-7	5~8天		
8731	2014-3-7	5~8天		
8732	2014-3-7	发到姐妹公司		
8733	2014-3-7	5~8天		
8734	2014-3-10	3月18日发		
8735	2014-3-10	5~8天		
8736	2014-3-10	5~8天		
8737	2014-3-10	5~8天		
8738	2014-3-10	5~8天		
8739	2014-3-10	5~8天		
8740	2014-3-10	5~8天		
8741	2014-3-11	5~8天		
8742	2014-3-11	5~8天		
8743	2014-3-11	3月25号前		
8744	2014-3-11	5~8天		
8745	2014-3-11	5~8天		
8746	2014-3-11	5~8天		
8747	2014-3-11	5~8天		
8748	2014-3-11	5~8天		
8749	2014-3-12	5~8天		
8750	2014-3-12	5~8天		
8751	2014-3-12	5~8天		
8752	2014-3-12	5~8天		
8753	2014-3-12	5~8天		
8754	2014-3-12	5~8天		
8755	2014-3-12	5~8天		
8756	2014-3-12	5~8天		
8757	2014-3-12	5~8天		
8758	2014-3-12	5~8天		
8759	2014-3-13	5~8天		
8760	2014-3-13	5~8天		
8761	2014-3-13	海运		
8762	2014-3-13	发到ST		
8763	2014-3-13	定做一周		
8764	2014-3-14	5~8天		
8765	2014-3-14	5~8天		
8766	2014-3-14	5~8天		
8767	2014-3-14	海运		
8768	2014-3-14	空运		
8769	2014-3-14	5~8天		
8770	2014-3-15	5~8天		
8771	2014-3-17	5~8天		
8772	2014-3-17	5~8天		
8773	2014-3-17	5~8天		
8774	2014-3-17	5~8天		
8775	2014-3-17	5~8天		
8776	2014-3-17	5~8天		
8777	2014-3-17	5~8天		
8778	2014-3-17	海运		
8779	2014-3-18	5~8天		
8780	2014-3-18	5~8天		
8781	2014-3-18	5~8天		
8782	2014-3-18	5~8天		
8783	2014-3-18	5~8天		
8785	2014-3-18	5~8天		
8786	2014-3-18	4月中旬		
8787	2014-3-19	发到YUHAN CORPORATION		
8788	2014-3-19	发到YUHAN CORPORATION		
8789	2014-3-19	发到YUHAN CORPORATION		
8790	2014-3-19	5~8天		
8791	2014-3-19	5~8天		
