bookid,paixu,CASno,bookname,enbookname,ordernum,fapiaonum,krname,date1,date2,cjsl,style,price1,price2,ysfs,ysfy,hl,zsh,huokuan,lirun,yundan,date3,cpgg,baozhuang,isyp,gyscontact,gysname,iskucun,kucun,fj1,fj2,ywy,isjs,isdh,isfh,isfp,isfxbg,zhfrom,ists,date4,issh,iskp,isgcfp,mylx,ishx,date5,iswcts,ishkqf,qgchk,krqk,isok,krkpdz,krfhdz,content
8960,1,33332-25-1,5-氯吡嗪-2-羧酸甲酯,methyl 5-chloropyrazine-2-carboxylatecomma_format_wuq 98%,14-0411437/7,,0037,2014/4/25,5~8days,1g,0,0,$60,Fedex,,,60,0,320,798671742209,,,,0,董先生电 话：+86-571-64136777,建德市千鹤福利化工厂,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年4月25日已安排.
8961,1,59303-10-5,2-氯-5-甲基吡嗪,2-chloro-5-methylpyrazinecomma_format_wuq 97%,14-0411437/8,,0037,2014/4/25,5~8days,5g,0,1500,$342,Fedex,,,342,1500,500,798671742209,,,,0,18651107528  叶经理,苏州迪飞医药科技有限公司,0,,,,胡振杭,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月25日已付款.
8962,1,1633-05-2,碳酸锶,STRONTIUM CARBONATE 99.4%,APO3-140400041/SR3035-000000-33SE,,0051,2014/4/25,5~8days,5kg*4,0,21.5/kg,USD260,Fedex,,,260,430,450,798745670679,,,,0,0311-83202266  13930189098  张经理,河北省辛集市纳新电子材料有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月28日已付款.
8963,1,4297-95-4,苯膦酸钠,Sodium phenylphosphinate,,,1023,2014/4/25,5~8days,1kg,0,150,USD92,Fedex,,,92,150,310,798702482972,,,,0,18669846617侯经理,青岛富斯林化工科技有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,"Appearence:white powdernext_line_formatAssay:99%minnext_line_formatPhosphrus:18.8±0.5%next_line_formatMelting point：200degCminnext_line_formatMoisture:0.5%maxnext_line_formatCl:0.2%maxnext_line_formatWhiteness:90 minnext_line_format4月28日已付款."
8964,1,13446-53-2,溴化镁六水合物(加急),Magnesium bromide hexahydrate,206186,,0002,2014/4/28,凑海运,1000kg,0,39000,USD7.94/kg,5月18日已进仓 5月25日的船,,,7940,39000,8500,,,,,0,15905361967李经理,山东天信化工有限公司,0,,,,,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"普货0退税 2827590000next_line_format4月30日已签合同.5月5日已付款已给进仓地址."
8965,1,6940-78-9,1-溴-4-氯丁烷,1-Bromo-4-chlorobutane,206187,,0002,2014/4/28,空运,460kg,0,73/kg,USD20.88/kg,杭州中外运走 17/kg  5月6号的飞机 打一托,,,9604,33580,15000,,,,,0,,盐城市龙升化工有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年4月28日已签合同comma_format_wuq29日已付款.
8966,1,121-66-4,硝胺噻唑,2-AMINO-5-NITROTHIAZOLE,206184,,0002,2014/4/28,发到上海,15kg,0,2700,USD40/kg,速尔,,,600,2700,800,8800 4030 5101,,,,0,,石家庄东诚化工有限公司,0,,,,郑嫣娜,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,4月30日已付款.
8967,1,656247-17-5,Vargatef,Vargatef,4C-PO-201404028,,0007,2014/4/28,20天,10g,0,6000,USD1926,,,,1926,6000,5500,,,,,0,,济南森诺沃医药科技有限公司,0,,,,郑瑞笔,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,5月15日已付款.
8968,1,83-32-9,苊,1comma_format_wuq2-Dihydroacenaph thylenecomma_format_wuq 99%,14-0411443,,0037,2014/4/28,5~8days,1kg,0,200,US$109,Fedex,,,109,200,350,798702456699,,,,0,赵念豹 手机：13361083916,山东奥尔通化工有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年4月28日已付款.
8969,1,78-77-3,溴代异丁烷,2-methyl-1-bromopropanecomma_format_wuq 99%,14-0411442,,0037,2014/4/28,5~8days,1kg,0,0,USD85,Fedex,,,85,0,400,798746142020,,,,0,13921808877高,盐城市龙升化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年4月28日已安排.
8970,1,141474-37-5,2comma_format_wuq4-二溴-6-氟苯胺,2comma_format_wuq4-Dibromo-6-fluoro phenylaminecomma_format_wuq 98%,14-0411442/2,,0037,2014/4/28,5~8days,200g,0,800,$292,Fedex,,,292,800,880,798702456699,,,,0,庄 519-89803025,常州环灵化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月29日已付款.
8971,1,9002-07-7,胰蛋白酶(先发60g样品),Trypsin,PO00387,,1001,2014/4/28,5~8days,5kg,0,1440/kg,USD1515,,,,1515,7200,1400,,,,,0,,苏州亚科化学试剂股份有限公司,0,,,,赵国梁,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,4月28日已付300元。5月20日已付款。
8972,1,9005-66-7,吐温40,Polysorbate 40,PO00388,,1001,2014/4/28,快递,25kg*2,0,18/kg,USD650,,,,650,900,400,,,,,0,吴云清　(0)13806165386,江阴市华元化工有限公司,0,,,,郑嫣娜,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,4月29日已付款.
8973,1,7447-40-7,氯化钾,POTASSIUM CHLORIDE,205951,,0002,2014/4/28,凑海运,1000kg,0,4800,USD1.17/kg,上海鸿盛走 6月1日的船,,,1170,4800,2200,,,,,0,13805132082徐,连云港润普食品,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,要商检换品名走.焦亚硫酸钠 5月21日已付款。
8974,1,103-80-0,苯乙酰氯(加急),Phenylacetyl Chloride,206128,,0002,2014/4/28,凑海运,500kg,0,32/kg,USD6.85/kg,上海鸿盛走 5月20日已进仓.25日的船,,,3425,16000,4300,,,,,0,吴锁华 13706143302,金坛市振兴气体化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"250kg一个塑料桶.next_line_format5月12日已付款。"
8975,1,6381-92-6,乙二胺四乙酸二钠,EDTA disodium salt dihydrate,206169,,0002,2014/4/28,凑海运,2000kg,0,16800/1000kg,USD2.92/kg,上海鸿盛走6月1日的船,,,5840,33600,4000,,,,,0,崔经理 18630108591,河北诚信化工有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"5月5日已签合同.next_line_format5月26日已付款."
8976,1,123843-57-2,3comma_format_wuq5-二氟-4-氰基苯酚,2comma_format_wuq6-difluoro-4-hydroxybenzonitrilecomma_format_wuq 98%,14-0411444,,0037,2014/4/29,5~8days,3kg,0,6000/kg,USD1200/kg,Fedex,,,3600,18000,3300,798702456699,,,,0,徐13915206260,上海晶盛化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年4月29日已传定单并已付款.
8977,1,57260-71-6,1-叔丁氧羰基哌嗪,1-Boc-piperazinecomma_format_wuq 99%min,14-0411445/4,,0037,2014/4/29,5~8days,14kg,0,480/kg,$1comma_format_wuq428,Fedex,,,1428,6700,1200,798702456699,,,,0,18964561600 张经理,上海凯盟化学科技有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月29日已付款.
8978,1,79-31-2,异丁酸,isobutyric acidcomma_format_wuq 99%,14-0411446,,0037,2014/4/29,5~8days,2L,0,200,$108,Fedex,,,108,200,250,798746142020,,,,0,,宜兴市恒兴精细化工有限公司,0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月29日已付款.
8979,1,56-40-6,甘氨酸,Glycine USP32,206037,,0002,2014/4/29,海运,3000kg,0,19500/1000kg,USD3.34/kg,上海鸿盛走6月1日的船,,,10020,58500,8000,,,,,0,张婷18633812746,石家庄泽兴氨基酸有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"4月30日已发合同.2922491990 13个点next_line_format5月26日已付款."
8980,1,619-84-1,4-二甲氨基苯甲酸,4-Dimethylaminobenzoic acid,206207,,0002,2014/4/29,海运,1000kg,0,105/kg,USD16.7/kg,上海鸿盛走6月1日的船,,,16700,105000,6800,,,,,0,吴：013867589552,浙江龙华精细化工有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月30日已签合同.
8981,1,113-24-6,丙酮酸钠,Sodium pyruvate,206206,,0002,2014/4/29,海运,1000kg,0,70/kg,USD12.21/kg,上海鸿盛走,,,12210,70000,8200,,,,,0,裴小姐 0533-6453269,淄博市周村东方化工有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月30日已签合同.5月6日已付款.
8982,1,119-84-6,二氢香豆素,Dihydrocoumarin,BE14000383,,1002,2014/4/30,5~8days,1.5kg,0,221,USD155,Fedex,,,155,221,420,798805514540,,,,0,18858198235杨,格林生物科技股份有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"Appearence:light yellow liquid or solidnext_line_formatAssay(GC):99%minnext_line_formatDensity:1.189-1.191next_line_format4月30日已付款."
8983,1,14470-28-1,4-甲氧基三苯基氯甲烷,4-Monomethoxytrityl Chloride(MMT-Cl)comma_format_wuq 97%min,14-0411447/STP-14TT098,,0037,2014/4/30,发到ST,500g,0,1500,$395,Fedex,,,345,1500,500,798744608173,,,,0,刘经理电  话：0552-3068842,蚌埠市纳科化学有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"Maker: Bengbu Nako Chemical Co.comma_format_wuq Ltd.next_line_format4月30日已付款."
8984,1,15546-75-5,5comma_format_wuq10-二甲基二氢化吩嗪,5comma_format_wuq10-DIHYDRO-5comma_format_wuq10-DIMETHYLPHENAZINE >98.0%,APO3-140400033/DR3050-000000-20SE,,0051,2014/4/30,5~8days,100g,0,3000,USD810,Fedex,,,810,3000,1800,798805251432,,,,0,宋  0535-6101877,烟台万润精细化工股份有限公司,0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月5日已付款.
8985,1,1338-24-5,环烷酸,Naphthenic acid,BE14000392,,1002,2014/4/30,5~8days,8kg,0,300,USD272,Fedex,,,272,300,700,798745774596,,,,0,18916045833 刘,上海明环化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,4月30日已付款.
8986,1,14919-77-8,苄丝肼盐酸盐,Benserazide hydrochloride  99% EP6,565,,0029,2014/4/30,5~8days,25g,0,200,USD132,Fedex,,,132,200,450,798746026856,,,,0,,扬州市奥鑫助剂厂,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月4日已付款.
8987,1,56-95-1,醋酸氯己定(加急),Chlorhexidine acetate 98%,PO00396,,1001,2014/5/4,5~8days,1kg,0,300,USD135,发,,,135,300,340,798761115120,,,,0,29-88193551 88193550  于经理,陕西大生制药科技有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月4日已付款.
8988,1,54-11-5,烟碱,S-Nicotine,PO00397,,1001,2014/5/4,空运,100kg,0,680/kg,USD132/kg,杭州中外运走  5月13号的飞机 19/kg打一托,,,13200,68000,8500,,,,,0,,陕西弘康生物技术有限责任公司,0,,,,赵国梁,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,5月7日已付款.
8989,1,5419-55-6,硼酸三异丙酯,Triisopropyl borate 99%,MYC140501,,1021,2014/5/4,5~8days,20kg,0,60/kg,USD20.8/kg,Fedex,,,436,1200,700,798761166451,,,,0,孙启仲电  话：0533-4682150手 机：13953331129,淄博市博山金诺助剂厂,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"换品名  但是要正确金额哦   总的金额写 436next_line_format5月5日已付款."
8990,1,50-03-3,醋酸氢化可的松,Hydrocortisone acetate EP7。0 98%白色粉末,206241,,0002,2014/5/4,5~8days,200g,0,1300,USD264,Fedex,,,264,1300,180,798820975759,,,,0,QQ汪经理,山东泰华生物科技有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月5日已付款.
8991,1,26621-44-3,3-硝基吡唑,3-Nitro-1H-pyrazole 98%黄色粉末,BE14000395,,1002,2014/5/4,5~8days,1kg,0,1100,USD275,Fedex,,,275,1100,400,798805514540,,,,0,0519-83681036 卢经理 13906118418 83689390刘经理,常州市武进康达化工有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月5日已付款.
8992,1,24463-19-2,9-氯甲基蒽,9-Chloromethylanthracene 98%min,P2228,,1020,2014/5/5,一周,1kg,0,4000,USD958,,,,958,4000,1600,,,,,0,13861255283余经理,常州琦诺化工有限公司,0,,,,杨波,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,5月5日已传定单.
8993,1,122-99-6,乙二醇苯醚,ETHYLENE GLYCOL MONOPHENYL ETHER 99.9%,APO1-140500004/PE7002-000000-72SE,,0051,2014/5/5,5~8days,4L*4,0,800,USD760,Fedex,,,760,800,3200,798805251432,,,,0,13757150478孙经理,辽宁科隆化工实业公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月5日已付款.
8994,1,26172-55-4,异噻唑啉酮,2-Methyl-2comma_format_wuq3-dihydroisothiazol-3-one,PO00401,,1001,2014/5/6,5~8days,500g,0,0,USD85,Fedex,,,85,0,400,798790641930,,,,0,,潍坊天赐新材料科技有限公司,0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月6日已安排.
8995,1,117428-22-5,啶氧菌酯,Picoxystrobin 98%min,4140476,,0001,2014/5/6,5~8days,50g,0,0,USD85,Fedex,,,85,0,400,798776198688,,,,0,18901499099comma_format_wuq0519-82659099 孙经理,江苏富润生化科技有限公司,0,,,,胡振杭,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月6日已付款.
8996,1,25454-23-3,草酸钙,Calcium Oxalate Dihydrate 99%min,4140480,,0001,2014/5/6,5~8days,1g,0,0,USD65,Fedex,,,65,0,320,798776198688,,,,0,李 13905516548    0551-67378588,合肥亚龙化工有限责任公司,0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月6日已安排.
8997,1,9004-61-9,透明质酸,HYALURONIC ACID FOOD MW400000-700000 >90%,APO3-140500003/HR3021-000000-20SE,,0051,2014/5/6,5~8days,100g*10,0,2700,USD635,Fedex,,,635,2700,1000,770001581904,,,,0,郝,曲阜市广龙生物,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月6日已付款.
8998,1,471-46-5,草酰胺(有问题),OXAMIDEcomma_format_wuq 98+%,BPO3-140500002/OR3005-000000-30SE,,0051,2014/5/6,5~8days,2.5kg*3,0,,USD495,,,,495,0,0,,,,,0,0511-86522311 86919271 吴经理 13952953118贾经理,江苏丹化集团有限责任公司,0,,,,赵国梁,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,
8999,1,99-09-2,间硝基苯胺,3-NITROANILINE Assay（dry basis):99%min,205858,,0002,2014/5/7,发到上海,129kg,0,30/kg,USD15/kg,5月24日已发走,,,1935,4458,6800,,,,,0,卢之平;电手  机：13901441010,连云港凤蝶化工有限公司,0,,,,郑瑞笔,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,5月20日已付款.
9000,1,79-14-1,羟基乙酸,Glycolic acid 99%min,BE14000407,,1002,2014/5/7,空运,200kg,0,48/kg,USD16.5/kg,5月9日杭州中外运走 18/kg,,,3300,9600,5200,,,,,0,13918302064 姚,泰兴市沃特尔化工有限公司,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月7日已签合同.
9001,1,599-64-4,4-肉桂苯酚,P-cumyl phenol,,,1024,2014/5/7,5~8days,1kg,0,0,USD67,Fedex,,,67,0,302,798775701398,,,,0,15805520857 杨先生,蚌埠市厚德化工有限公司,0,,,,胡振杭,0,1,1,0,1,,0,,1,0,0,0,0,,0,1,,,0,,,
9002,1,63283-36-3,骨化二醇,25-Hydroxyvitamin D3 monohydrate  98%white powder,BE14000403,,1002,2014/5/7,5~8days,500mg,0,3000,USD616,Fedex,,,616,3000,580,798805514540,,,,0,,瑞芬思,0,,,,郑嫣娜,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月7日已付款.
9003,1,448-19-1,5-氟-2-硝基苯甲醚,5-Fluoro-2-nitroanisole,205859,,0002,2014/5/7,发到上海,100kg,0,540/kg,USD115/1kg,5月21日通过百世物流走,,,11500,54000,15000,,,,,0,,,0,,,,杨波,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,5月20日已付款.
9004,1,124-22-1,十二烷基伯胺,N-DODECYLAMINE,BPO3-140500004/DR6028-000000-72SE,,0051,2014/5/7,发到姐妹公司,4 L*4,0,18/kg,USD432,Fedex,,,432,380,1600,770016542016,,,,0,18860550823 李,山东大丰生物科技有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月8日已寄桶.5月16日已付款.
9005,1,91-20-3,萘,NAPHTHALENE,206204,,0002,2014/5/8,5~8days,25kg,0,400,USD445,Fedex,,,445,400,970,798851496237,,,,0,13361083916 0534-5027663赵经理,山东奥尔通化工有限公司,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月8日已付款.
9006,1,78-39-7,原乙酸三乙酯,triethylorthoacetatecomma_format_wuq 98%,14-0511452,,0037,2014/5/8,5~8days,5L,0,540,US$220,Fedex,,,220,540,450,798821186338,,,,0,孙经理 018653281278,青岛海沛精细化工有限公司(原莱芜市润中精细化工有限公司),0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月8日已付款.
9007,1,40371-50-4,2-羟基-4-苄氧羰酰氨基丁酸,(S)-(+)-(Z)-4-Amino-2-Hydroxybutyric Acid 98%min,P2231,,1020,2014/5/8,5~8days,100g,0,800,USD272,Fedex,,,272,800,700,798818353493,,,,0,579-86622888 13905893266韦,浙江省东阳市化工三厂,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月9日已付款.
9008,1,78-27-3,乙炔环己醇,1-Ethynyl-1-cyclohexanol 99%min,BE14000416,,1002,2014/5/8,5~8days,30kg,0,270/kg,USD1830,Fedex,,,1830,8100,1200,770031980349,,,,0,0831-5421451  013909094582 李总,四川宜宾恒德化学有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月9日已付款.
9009,1,558-13-4,四溴化碳,tetrabromomethanecomma_format_wuq 99%min,14-0511453,,0037,2014/5/8,5~8days,2kg,0,600/kg,$316,Fedex,,,316,1200,500,798821186338,,,,0,陆经理公司电话：0510-87551186,江苏彤晟化学试剂有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月8日已付款.
9010,1,5405-41-4,3-羟基丁酸乙酯,3-Hydroxybutyric acid ethyl ester,4500015293,,1016,2014/5/8,杭州交货,400kg,0,120/kg,USD23.5/kg,,,,9400,48000,8000,,,,,0,曹军comma_format_wuq电话：13862393139,昆山添高香精香料有限公司,0,,,,郑嫣娜,0,1,1,0,0,,0,,1,0,0,0,0,,0,1,,,0,,,"普货 退9个点 2918199090next_line_format5月14日已发样品.5月23日已签合同.next_line_format6月17日已收汇。6月19日已签合同并已付款."
9011,1,3380-34-5,三氯生,5-CHLORO-2-(2.4-DICHLOROPHENOXY)PHENOL 99% TG,APO3-140500012/CT3006-000000-39SE,,0051,2014/5/8,5~8days,25kg,0,145/kg,USD845,Fedex,,,845,3625,750,798821019029,,,,0,513-80923038沙小姐,江苏依柯化工有限公司,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月9日已付款.
9012,1,16941-11-0,六氟磷酸铵,Ammonium hexafluorophosphatecomma_format_wuq 99%min,14-0511454,,0037,2014/5/9,5~8days,1kg,0,150,USD102,Fedex,,,102,150,300,798821186338,,,,0,576-87788985 87885098 13586230158 张经理,仙居创业化工厂,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月9日已付款.
9013,1,4800-94-6,羧苄西林二钠盐,Carbenicillin disodium salt Assay:89%~109.0%,PO00408,,1001,2014/5/9,5~8days,100g,0,700,USD217,Fedex,,,217,700,500,798851518154,,,,0,13761558027  李经理,上海求德生物化工有限公司,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月9日已付款.
9014,1,86386-73-4,氟康唑,Fluconazole USP31,PO00412,,1001,2014/5/9,5~8days,100g,0,200,USD90,Fedex,,,90,200,300,798851518154,,,,0,,浙江金伯士药业有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9015,1,1338-41-6,斯盘60,Sorbitan Monoesterate,206299,,0002,2014/5/9,5~8days,10kg,0,300,USD238,Fedex,,,238,300,500,798851220167,,,,0,,江苏海安石油化工,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9016,1,80-08-0,4comma_format_wuq4'-二氨基苯砜,Bis(4-aminophenyl)sulfone,4140504,,0001,2014/5/9,5~8days,1kg,0,100,USD88,Fedex,,,88,100,300,798836682784,,,,0,徐  (0)18906120011,江苏天汁化学有限公司,0,,,,罗琴,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9017,1,98753-19-6,硫酸头孢匹罗,Cefpirome sulfate,206193,,0002,2014/5/9,5~8days,100g,0,500,USD184,tnt,,,184,500,500,614 184 535,,,,0,,浙江永宁,0,,,,,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,7月16日已付款。
9018,1,3710-84-7,Ncomma_format_wuqN-二乙基羟胺,Ncomma_format_wuqN-Diethylhydroxylamine 98%min,206311,,0002,2014/5/9,5~8days,10kg,0,500,USD270,Fedex,,,270,500,500,798866417802,,,,0,陈军民（手机：13605731131）,嘉兴市向阳化工厂,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9019,1,1405-10-3,硫酸新霉素,Neomycin sulfate CP,PO00415,,1001,2014/5/9,5~8days,2kg,0,150/kg,USD132,Fedex,,,132,300,290,770001528991,,,,0,幕经理,三江医药,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9020,1,3483-12-3,DTT,1comma_format_wuq4-Dithio-DL-threitol 99%min,573,,0029,2014/5/12,5~8days,100g,0,6/g,USD184,Fedex,,,184,600,450,798851183802,,,,0,,南京探求生物技术有限公司,0,,,,胡振杭,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9021,1,59-92-7,左旋多巴,L-DOPA (3comma_format_wuq4-Dihydroxy-L-phenylalanine) 99% BP2009,573,,0029,2014/5/12,5~8days,500g,0,150,USD115,Fedex,,,115,150,500,798851183802,,,,0,028- 87712315赵经理,成都欧康植化科技有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年5月12日已付款.
9022,1,87-42-3,6-氯嘌呤,6-Chloropurine 98%,573,,0029,2014/5/12,5~8days,500g,0,200,USD120,Fedex,,,120,200,450,798851183802,,,,0,姜宝金  013961076419comma_format_wuq0523-83878999,兴化市汇通精细化工厂,0,,,,胡振杭,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已付款.
9023,1,10102-18-8,亚硒酸钠,SODIUM SELENITE,BE14000421,,1002,2014/5/12,5~8days,10g,0,0,0,Fedex,,,0,0,0,770031980349,,,,0,22 26428566 张小姐,黄骅市津骅添加剂有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月12日已安排.
9024,1,120-92-3,环戊酮,CYCLOPENTANONE 99%,PO88,,1005,2014/5/12,海运,180kg*2,0,39/kg,USD13/kg,8月16日已进仓 上海鸿盛走 打一托 买单,,,4680,14040,13500,,,,,0,025-85472424尚小姐,南京东方之珠工贸有限公司,0,,,,赵国梁,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,"14年5月20日已签合同.next_line_format8月13日已付款."
9025,1,56-93-9,三甲基苄基氯化铵,Benzyltrimethylammonium chloride,206255,,0002,2014/5/12,发到上海,10kg,0,25/kg,USD136,,,,136,250,500,,,,,0,QQ 178576642   13706543957,浙江肯特化工有限公司,0,,,,郑瑞笔,0,1,1,0,0,,0,,0,0,0,0,0,,0,1,,,0,,,"COA和之前一个批次.next_line_format5月13日已付款."
9026,1,7761-88-8,硝酸银,Silver nitrate 99.8%含量,206318,,0002,2014/5/12,5~8days,10kg,0,2680/kg,USD524/kg,Fedex,,,5240,26800,4000,798866417802,,,,0,,常州市国宇环保科技有限公司,0,,,,赵国梁,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,14年5月12日已签合同.5月13日已付款.
9027,1,54-62-6,氨基蝶呤,Aminopterin 98%Yellow powder,PO00419,,1001,2014/5/12,5~8days,500mg,0,100,USD85,Fedex,,,85,100,350,770001528991,,,,0,13706824500莫,浙江省德清县天宝化工厂,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月13日已付款.
9028,1,59-30-3,叶酸,Folic acid USP30,PO00420,,1001,2014/5/12,5~8days,1kg,0,300,USD143,Fedex,,,143,300,400,770001528991,,,,0,QQ 武经理,常州市牛塘化工厂有限公司,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,5月13日已付款.
9029,1,2133-40-6,L-脯氨酸甲酯盐酸盐,L-proline methyl ester hydrochloridecomma_format_wuq 98.5%min,14-0511457/STP-14TT103,,0037,2014/5/12,发到ST,2kg,0,550/kg,US$340,Fedex,,,340,1100,680,798865942307,,,,0,,扬州宝盛生物化工有限公司,0,,,,郑瑞笔,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"Changzhou XiaQing Chemical Co.comma_format_wuq Ltdnext_line_format5月13日已付款."
9030,1,25952-53-8,1-乙基-(3-二甲基氨基丙基)碳二亚胺盐酸盐,N-(3-Dimethylaminopropyl)-N'-ethylcarbodiimide hydrochloridecomma_format_wuq 99%,14-0511458/STP-14TT104,,0037,2014/5/12,发到ST,2kg,0,800/kg,US$434,Fedex,,,434,1600,700,798865942307,,,,0,021-38689690张经理  18930031565,上海中乃生物医药科技有限公司,0,,,,杨波,0,1,1,0,1,,0,,0,0,0,0,0,,0,1,,,0,,,"Maker: ZNBiochem Co.comma_format_wuq Ltdnext_line_format5月13日已付款."
